1574114193.314238,0
1574114193.417853,19
1574114193.521753,19
1574114193.626381,20
1574114193.731432,20
1574114193.835900,19
1574114193.940074,13
1574114194.047875,6
1574114194.152643,9
1574114194.257218,5
1574114194.361600,13
1574114194.465186,11
1574114194.568805,13
1574114194.671992,14
1574114194.775599,13
1574114194.879476,14
1574114194.982921,15
1574114195.086558,15
1574114195.190352,16
1574114195.293095,16
1574114195.398087,18
1574114195.501801,18
1574114195.605815,17
1574114195.709871,18
1574114195.813433,19
1574114195.916863,18
1574114196.021253,9
1574114196.125209,10
1574114196.230341,11
1574114196.335537,11
1574114196.440510,12
1574114196.543596,14
1574114196.647210,14
1574114196.751204,15
1574114196.854260,15
1574114196.958789,15
1574114197.063536,17
1574114197.169239,16
1574114197.277228,18
1574114197.380874,20
1574114197.487597,19
1574114197.591757,20
1574114197.700045,14
1574114197.803031,11
1574114197.905874,11
1574114198.009813,11
1574114198.113609,14
1574114198.218956,15
1574114198.322763,13
1574114198.426966,15
1574114198.530600,15
1574114198.634059,15
1574114198.738733,18
1574114198.843341,17
1574114198.947849,17
1574114199.052542,18
1574114199.157626,19
1574114199.259714,19
1574114199.362745,19
1574114199.465330,10
1574114199.570069,11
1574114199.673779,15
1574114199.777578,13
1574114199.881036,12
1574114199.984714,13
1574114200.087618,14
1574114200.191152,14
1574114200.294263,16
1574114200.397731,16
1574114200.510558,16
1574114200.614270,18
1574114200.718361,17
1574114200.822725,20
1574114200.925919,19
1574114201.030269,19
1574114201.134792,20
1574114201.238223,19
1574114201.342191,9
1574114201.445617,12
1574114201.549581,12
1574114201.653121,13
1574114201.757022,14
1574114201.861908,15
1574114201.965617,16
1574114202.068880,15
1574114202.172237,17
1574114202.275934,18
1574114202.379704,17
1574114202.483265,18
1574114202.587226,18
1574114202.690406,20
1574114202.794746,18
1574114202.898392,18
1574114203.001784,9
1574114203.110396,10
1574114203.213661,12
1574114203.318016,11
1574114203.421337,13
1574114203.527198,11
1574114203.630854,15
1574114203.735338,14
1574114203.838434,12
1574114203.942936,0
1574114204.047979,0
1574114204.151721,0
1574114204.256786,0
1574114204.360194,0
1574114204.464640,0
1574114204.569804,0
1574114204.673065,0
1574114204.780344,0
